2.600000000000000000e+03 3.751964803299695177e+02 8.096992950413266499e+00
2.600019999999999982e+03 3.753595170182837251e+02 8.215993483423480015e+00
2.600039999999999964e+03 3.755254724924301968e+02 8.387677840651214467e+00
2.600059999999999945e+03 3.756953107880984817e+02 8.602180943668752633e+00
2.600079999999999927e+03 3.758697450115414540e+02 8.844311575543242654e+00
2.600099999999999909e+03 3.760491346820272724e+02 9.094027474636648734e+00
2.600119999999999891e+03 3.762333984143932071e+02 9.327519475034740992e+00
2.600139999999999873e+03 3.764219553137061780e+02 9.519003725858580012e+00
2.600159999999999854e+03 3.766137090641712462e+02 9.643175199902405126e+00
2.600179999999999836e+03 3.768070857074223454e+02 9.678061843800341180e+00
2.600200000000000273e+03 3.770001287106871928e+02 9.607804922639237688e+00
2.600220000000000255e+03 3.771906440120645811e+02 9.424778158028221497e+00
2.600240000000000236e+03 3.773763764323197734e+02 9.130539524427414122e+00
2.600260000000000218e+03 3.775551912172887796e+02 8.735384304291972768e+00
2.600280000000000200e+03 3.777252335319807344e+02 8.256641174668448713e+00
2.600300000000000182e+03 3.778850449348583993e+02 7.716167783319031415e+00
2.600320000000000164e+03 3.780336266859877696e+02 7.137637953022092141e+00
2.600340000000000146e+03 3.781704512315557167e+02 6.544143219931630284e+00
2.600360000000000127e+03 3.782954317308856389e+02 5.956430688579722244e+00
2.600380000000000109e+03 3.784088636633947544e+02 5.391871748165379508e+00
2.600400000000000091e+03 3.785113525228240974e+02 4.864077902998540814e+00
2.600420000000000073e+03 3.786037388847794887e+02 4.382990580949107873e+00
2.600440000000000055e+03 3.786870284298811953e+02 3.955254451484246037e+00
2.600460000000000036e+03 3.787623308698518372e+02 3.584714151713838781e+00
2.600480000000000018e+03 3.788308090607659437e+02 3.272922453729493419e+00
2.600500000000000000e+03 3.788936378409237591e+02 3.019593152466052199e+00
2.600519999999999982e+03 3.789519711028008260e+02 2.822972215410192831e+00
2.600539999999999964e+03 3.790069154266341229e+02 2.680123708936598792e+00
2.600559999999999945e+03 3.790595086817758101e+02 2.587142780074236370e+00
2.600579999999999927e+03 3.791107023123165050e+02 2.539315081533727092e+00
2.600599999999999909e+03 3.791613464574290902e+02 2.531244056467850445e+00
2.600619999999999891e+03 3.792121774651531041e+02 2.556966435714963737e+00
2.600639999999999873e+03 3.792638077500029681e+02 2.610073643122374776e+00
2.600659999999999854e+03 3.793167182555848171e+02 2.683852826749204556e+00
2.600679999999999836e+03 3.793712540128014439e+02 2.771456529485528897e+00
2.600700000000000273e+03 3.794276234119035962e+02 2.866104440690113719e+00
2.600720000000000255e+03 3.794859018138891997e+02 2.961314361256026206e+00
2.600740000000000236e+03 3.795460399986653783e+02 3.051153232310456431e+00
2.600760000000000218e+03 3.796078777129163768e+02 3.130492685781008699e+00
2.600780000000000200e+03 3.796711622059949036e+02 3.195248971273247030e+00
2.600800000000000182e+03 3.797355712248908048e+02 3.242584836681163374e+00
2.600820000000000164e+03 3.798007394843638167e+02 3.271052230905969527e+00
2.600840000000000146e+03 3.798662872603779874e+02 3.280659503914052255e+00
2.600860000000000127e+03 3.799318494908262664e+02 3.272854720718191945e+00
2.600880000000000109e+03 3.799971036993858320e+02 3.250426599440835229e+00
2.600900000000000091e+03 3.800617952522512724e+02 3.217334940088849571e+00
2.600920000000000073e+03 3.801257585736109945e+02 3.178487615499112628e+00
2.600940000000000055e+03 3.801889336520938514e+02 3.139489355530399983e+00
2.600960000000000036e+03 3.802513773950536233e+02 3.106384787485548138e+00
2.600980000000000018e+03 3.803132699504179186e+02 3.085415466465988743e+00
2.601000000000000000e+03 3.803749164560508689e+02 3.082805798208018366e+00
2.601019999999999982e+03 3.804367448438826500e+02 3.104583908377623658e+00
2.601039999999999964e+03 3.804993004109178969e+02 3.156436485045026608e+00
2.601059999999999945e+03 3.805632377624212381e+02 3.243589097910305252e+00
2.601079999999999927e+03 3.806293105033813617e+02 3.370698392685766986e+00
2.601099999999999909e+03 3.806983587487180785e+02 3.541738065936138380e+00
2.601119999999999891e+03 3.807712941201886565e+02 3.759858460194279051e+00
2.601139999999999873e+03 3.808490815071161819e+02 4.027200128905593424e+00
2.601159999999999854e+03 3.809327164964731764e+02 4.344644970050381083e+00
2.601179999999999836e+03 3.810231971192445144e+02 4.711496217660663177e+00
2.601200000000000273e+03 3.811214885110815658e+02 5.125092154992559657e+00
2.601220000000000255e+03 3.812284793778551375e+02 5.580379457226116280e+00
2.601240000000000236e+03 3.813449299554584968e+02 6.069501242788642337e+00
2.601260000000000218e+03 3.814714125997706446e+02 6.581490184971991120e+00
2.601280000000000200e+03 3.816082483068063880e+02 7.102191645521671148e+00
2.601300000000000182e+03 3.817554452063413351e+02 7.614562448804119477e+00
2.601320000000000164e+03 3.819126479297746641e+02 8.099476834179343498e+00
2.601340000000000146e+03 3.820791087965324095e+02 8.537107810530892849e+00
2.601360000000000127e+03 3.822536920323898357e+02 8.908821342925897113e+00
2.601380000000000109e+03 3.824349192363911811e+02 9.199357775506168622e+00
2.601400000000000091e+03 3.826210582357406906e+02 9.398915101839470765e+00
2.601420000000000073e+03 3.828102488447975134e+02 9.504679999430724280e+00
2.601440000000000055e+03 3.830006503502854116e+02 9.521421361403213268e+00
2.601460000000000036e+03 3.831905898423527219e+02 9.460971129197973895e+00
2.601480000000000018e+03 3.833786895921500104e+02 9.340691790674378936e+00
2.601500000000000000e+03 3.835639563760345254e+02 9.181270687130313135e+00
2.601519999999999982e+03 3.837458236599025554e+02 9.004288823982236067e+00
2.601539999999999964e+03 3.839241464445904057e+02 8.829978071106847182e+00
2.601559999999999945e+03 3.840991556039367651e+02 8.675444715924893302e+00
2.601579999999999927e+03 3.842713824258894419e+02 8.553473791629111034e+00
2.601599999999999909e+03 3.844415650056307641e+02 8.471899156868525793e+00
2.601619999999999891e+03 3.846105470181063311e+02 8.433455135310710560e+00
2.601639999999999873e+03 3.847791775265853289e+02 8.436013467104084285e+00
2.601659999999999854e+03 3.849482187452377957e+02 8.473132477314397448e+00
2.601679999999999836e+03 3.851182675457598634e+02 8.534877366613073946e+00
2.601700000000000273e+03 3.852896958845602740e+02 8.608890362982510425e+00
2.601720000000000255e+03 3.854626149306462821e+02 8.681679816457378962e+00
2.601740000000000236e+03 3.856368666569524635e+02 8.740067001901104859e+00
2.601760000000000218e+03 3.858120449998257868e+02 8.772669414297478596e+00
2.601780000000000200e+03 3.859875457026396930e+02 8.771253879041820412e+00
2.601800000000000182e+03 3.861626402877813007e+02 8.731767770177132348e+00
2.601820000000000164e+03 3.863365660361558298e+02 8.654882949914252777e+00
2.601840000000000146e+03 3.865086211184102467e+02 8.545962182382403682e+00
2.601860000000000127e+03 3.866782533152303358e+02 8.414461812617409109e+00
2.601880000000000109e+03 3.868451320319517777e+02 8.272884838225740722e+00
2.601900000000000091e+03 3.870091963377716411e+02 8.135462656664236292e+00
2.601920000000000073e+03 3.871706755266647519e+02 8.016755077220873105e+00
2.601940000000000055e+03 3.873300821928550590e+02 7.930323077351930650e+00
2.601960000000000036e+03 3.874881803232038919e+02 7.887567870868372744e+00
2.601980000000000018e+03 3.876459321444459079e+02 7.896768106494237216e+00
2.602000000000000000e+03 3.878044276315469006e+02 7.962305352017501114e+00
2.602019999999999982e+03 3.879648002233341799e+02 8.084056463829622174e+00
2.602039999999999964e+03 3.881281320096153422e+02 8.256950835472061101e+00
2.602059999999999945e+03 3.882953520015819322e+02 8.470734024509953386e+00
2.602079999999999927e+03 3.884671325327957447e+02 8.710035819116216160e+00
2.602099999999999909e+03 3.886437911880502725e+02 8.954881448023540358e+00
2.602119999999999891e+03 3.888252086361958391e+02 9.181794366197172153e+00
2.602139999999999873e+03 3.890107752700359924e+02 9.365574672652769550e+00
2.602159999999999854e+03 3.891993797910025705e+02 9.481694731119040043e+00
2.602179999999999836e+03 3.893894499114023802e+02 9.509047574884423426e+00
2.602200000000000273e+03 3.895790478019541183e+02 9.432588558566042281e+00
2.602220000000000255e+03 3.897660126782510588e+02 9.245314014336120323e+00
2.602240000000000236e+03 3.899481322615479826e+02 8.949108290682550759e+00
2.602260000000000218e+03 3.901233178674490887e+02 8.554257899070826454e+00
2.602280000000000200e+03 3.902897574411649657e+02 8.077781849322853702e+00
2.602300000000000182e+03 3.904460268418769715e+02 7.541017745835246089e+00
2.602320000000000164e+03 3.905911501002448745e+02 6.967025104205117891e+00
2.602340000000000146e+03 3.907246101212302278e+02 6.378295876993143487e+00
2.602360000000000127e+03 3.908463193794169683e+02 5.795073029288493771e+00
2.602380000000000109e+03 3.909565639445426655e+02 5.234363691142197794e+00
2.602400000000000091e+03 3.910559341381587615e+02 4.709567431213858235e+00
2.602420000000000073e+03 3.911452525823592623e+02 4.230555876726510789e+00
2.602440000000000055e+03 3.912255068375429232e+02 3.804023642037424047e+00
2.602460000000000036e+03 3.912977904686509873e+02 3.433958437560581167e+00
2.602480000000000018e+03 3.913632537700710259e+02 3.122122884132434883e+00
2.602500000000000000e+03 3.914230636895302382e+02 2.868485350258869637e+00
2.602519999999999982e+03 3.914783716068602644e+02 2.671572438746695699e+00
2.602539999999999964e+03 3.915302873378541335e+02 2.528739956759799234e+00
2.602559999999999945e+03 3.915798578274348642e+02 2.436373561872041016e+00
2.602579999999999927e+03 3.916280493024034399e+02 2.390037119513618080e+00
2.602599999999999909e+03 3.916757320358466927e+02 2.384589237213118995e+00
2.602619999999999891e+03 3.917236672882474977e+02 2.414287359021587864e+00
2.602639999999999873e+03 3.917724963527355158e+02 2.472896587622396503e+00
2.602659999999999854e+03 3.918227319401713089e+02 2.553816955826765156e+00
2.602679999999999836e+03 3.918747523796454857e+02 2.650238786326838181e+00
2.602700000000000273e+03 3.919287992497753521e+02 2.755330879258300225e+00
2.602720000000000255e+03 3.919849791008433044e+02 2.862460671715712390e+00
2.602740000000000236e+03 3.920432698458720324e+02 2.965439331247098576e+00
2.602760000000000218e+03 3.921035321979874197e+02 3.058778537591294810e+00
2.602780000000000200e+03 3.921655262085876643e+02 3.137940344177565510e+00
2.602800000000000182e+03 3.922289325513439735e+02 3.199558156519286989e+00
2.602820000000000164e+03 3.922933777501821737e+02 3.241606572842608447e+00
2.602840000000000146e+03 3.923584621305788573e+02 3.263501192518206029e+00
2.602860000000000127e+03 3.924237889591260569e+02 3.266116379356389654e+00
2.602880000000000109e+03 3.924889930863530481e+02 3.251718312622571716e+00
